Title,Poster URL,Detected Language,Line 1,Line 2,Line 3,Error
Smoke Signals,https://m.media-amazon.com/images/M/MV5BMjA4MjU1NTg0NF5BMl5BanBnXkFtZTgwODYwMDQ1MjE@.jpg,sl,SMOKE,SIGNALS,"""ONE",
Voyage to the Beginning of the World,https://m.media-amazon.com/images/M/MV5BZTkwNWRkMDktMzY4NC00ZTY4LWE3ZDQtNDNjOTQxZTNiMWUyXkEyXkFqcGc@.jpg,en,Vovage,Monde,MARCELLO MASTROIANNI,
Buffalo 66,https://m.media-amazon.com/images/M/MV5BMjQzYzEwZWItMGE2Ny00YTg2LTgyMjUtMjNjZDUzMGE2ZGE5XkEyXkFqcGc@.jpg,cy,a film by Vincent Gallo,FILMS,DOLBY,
Armageddon,https://m.media-amazon.com/images/M/MV5BYzQ3MzJmZjUtNTc0OC00ZWRiLWJkMTYtMTZkMDVhMDQ4OGU4XkEyXkFqcGc@.jpg,cy,ARMAGEDDON,,,
Madeline,https://m.media-amazon.com/images/M/MV5BZWE1NzdiMGMtMDM1Yy00Mjk5LTljNjEtNDBkMzVkNzNiYTdkXkEyXkFqcGc@.jpg,et,LJNE,MAD,,
There s Something About Mary,https://m.media-amazon.com/images/M/MV5BNWZjMDhkZGItOGE4OS00YjUyLTlmOTUtMjE0ZDVmM2I2YmU0XkEyXkFqcGc@.jpg,en,somtething,therels,DION,
Plan 9 from Outer Space,https://m.media-amazon.com/images/M/MV5BZGM4Y2MwMzktODg3MS00ZjVkLTk2NGMtY2Y0M2Y2MWQ0ZDBiXkEyXkFqcGc@.jpg,en,SPACE,OUTER,FROM,
The Broadway Melody,https://m.media-amazon.com/images/M/MV5BOWFjYTA2ZWUtOGNhNC00MjQ0LWFjYmItZTU0ZTdhNDA2OWNjXkEyXkFqcGc@.jpg,en,MELODY,BROADWAY,KING,
All Quiet on the Western Front,https://m.media-amazon.com/images/M/MV5BNTc2NDE0YjEtYmY3Ni00ZDE4LWE2MzEtZWYwOGI4YTYwNjNjXkEyXkFqcGc@.jpg,en,ALL QUIET,Dialogue ly MAXWELL ANDERSON and GEORGE ABBOTT,ON,
Grand Hotel,https://m.media-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@.jpg,de,IEL,HQ,THE,
Cavalcade,https://m.media-amazon.com/images/M/MV5BNTVlNzZiZmEtYmIzMC00OGJiLWJkMzAtNjQ2NzY4OGFjZmE4XkEyXkFqcGc@.jpg,ca,PICTURE,GENERATION,NOEL COWARD,
The Great Ziegfeld,https://m.media-amazon.com/images/M/MV5BOTU3ODQzYzMtOWRhYS00NTY2LWE4YmYtOGM2ZjhiNThjOWQ4XkEyXkFqcGc@.jpg,en,POWELL,RAINER,MYRNA,
The Life of Emile Zola,https://m.media-amazon.com/images/M/MV5BNDI2ODAyNDQzMV5BMl5BanBnXkFtZTgwNzE2MzI2MzE@.jpg,en,ZOLA,MuL,,
You Can t Take It with You,https://m.media-amazon.com/images/M/MV5BMWU4Y2I3YzItZWY1MC00ODRhLTljNWYtYmI0NWU0MzNiZmMwXkEyXkFqcGc@.jpg,en,ARLOLD,THE GREAT PULITZER PRIZE PLAY BECOMES THE YEAR' 5 OUTSTANDING PICTUREL,LOVE,
How Green Was My Valley,https://m.media-amazon.com/images/M/MV5BNDU2NjRhMDEtMTkzOS00OWYwLWJiOGEtNmQwNjQzNmQ1NTc1XkEyXkFqcGc@.jpg,en,MY,LEE,Anna,
Mrs. Miniver,https://m.media-amazon.com/images/M/MV5BNjVjNzE1ODAtYWViYi00MjhjLThhNWEtZjcyZDVjOThlNWVmXkEyXkFqcGc@.jpg,en,GARSON,PID GEON,EXHIBITION,
Going My Way,https://m.media-amazon.com/images/M/MV5BYjY4OTc2ZTgtZDIyMy00OTM3LWE3NjAtYzc5ZjRjNzBjODlmXkEyXkFqcGc@.jpg,tl,MY,GOING,WAY,
The Lost Weekend,https://m.media-amazon.com/images/M/MV5BMTk4NDQ0NjgyNF5BMl5BanBnXkFtZTgwMTE3NTkxMTE@.jpg,nl,BAY MILLAND,JANE,WYMAN,
Hamlet,https://m.media-amazon.com/images/M/MV5BNGNjM2NkMmItMjg4YS00OWZiLTk4ZTAtMTUzMzhkNTUxZDc5XkEyXkFqcGc@.jpg,tr,Gerard Depardieu,Jack Lemmon,Billy Crystal,
All the King s Men,https://m.media-amazon.com/images/M/MV5BZGQzMzcwMDYtMmNjNS00YzZlLTg2MjUtNTE0MThlNTFjMDQ0XkEyXkFqcGc@.jpg,en,REDFORD/HOFFMAN,"""ALLTHEPRESIDENTSMEN""",The most devastating,
From Here to Eternity,https://m.media-amazon.com/images/M/MV5BYjNhMDFkMDUtODFkMy00MGE0LTliZGUtNjNlYWM2ZjhiOWQ2XkEyXkFqcGc@.jpg,en,BURT LANCASTER : MONTGOMERY CLIFT,FRANK SINATRA : DONNA REED,DEBORAH KERR,
Marty,https://m.media-amazon.com/images/M/MV5BNDk5OWZlNTAtMDU3OC00ZGM3LTgwNWYtMWM3ODEwZjM4ZDY3XkEyXkFqcGc@.jpg,en,"""SUPERB, WARM; RICHI""",M,"""A TRIUMPHI""",
West Side Story,https://m.media-amazon.com/images/M/MV5BOWZkYzY2OGUtOGU4Ni00NmI0LTg2ZjAtZDA5OWE0YTNiZWRiXkEyXkFqcGc@.jpg,de,IES,DEC 10,L,
Tom Jones,https://m.media-amazon.com/images/M/MV5BMjI3ZTIyYTUtOGRkOS00YmM2LTk2NWItZjJlYmQ2ZTdkODkzXkEyXkFqcGc@.jpg,en,Jones,Tom,TonY RICHARDSON,
A Man for All Seasons,https://m.media-amazon.com/images/M/MV5BNjBmMWM0MDQtY2JlNy00NjVkLWE1MjgtMTFmYmRkOTc1ZmNlXkEyXkFqcGc@.jpg,en,SFASONS,AMAN,FORAL,
In the Heat of the Night,https://m.media-amazon.com/images/M/MV5BNmFiNzMwMzItYzkwOS00YjE2LWFiZjYtM2ZjNmEwYjY2Mjc2XkEyXkFqcGc@.jpg,en,CARROL O'CONNOR,theL,of,
Midnight Cowboy,https://m.media-amazon.com/images/M/MV5BY2QyNDQ4ZGQtOTFlYy00NDVjLWI5NTEtNTBmYTA5OTI0ODYyXkEyXkFqcGc@.jpg,en,JON,RUTH WHITE,G0Antsts,
The French Connection,https://m.media-amazon.com/images/M/MV5BZDAyZDU3OWUtNWQ3Zi00ZWRkLWI4MGEtNDFlZWIzZDk5ZTZkXkEyXkFqcGc@.jpg,en,FRENCH CONNECTION,THE,WaNTED,
Rocky,https://m.media-amazon.com/images/M/MV5BZDEyY2M2MGMtYjg5OC00ZWFjLWFkZDQtNmQzZTdiYmYzZTBkXkEyXkFqcGc@.jpg,cs,ROCKY,His whole life was a million-to-one shot,United Artists,
Ordinary People,https://m.media-amazon.com/images/M/MV5BODkyODllNDQtMTRjZS00ZGM5LWFmYmQtMzlhZjNhZjgwOGVhXkEyXkFqcGc@.jpg,en,R,Everything is in its proper place_,Exceptthe past.,
Terms of Endearment,https://m.media-amazon.com/images/M/MV5BMTk0ODM4NDk0MF5BMl5BanBnXkFtZTgwMTEzMDUxMDE@.jpg,en,Winger,Shirley,Nicholson,
Out of Africa,https://m.media-amazon.com/images/M/MV5BOWQ5MGI3NWYtMmVjNS00OWIzLWEzMGQtMGZhMzY3NjI2YjhiXkEyXkFqcGc@.jpg,en,QUTOEAFRICA,REDFORD,MERYL,
The Last Emperor,https://m.media-amazon.com/images/M/MV5BYjIxYWFiMDgtZTgyMy00MjFiLWIyMmEtNGIyZjc1NTRlMzQ3XkEyXkFqcGc@.jpg,en,[ASLEMPEROR,TE,Nothing prepared him for our world of change.,
Rain Man,https://m.media-amazon.com/images/M/MV5BZDUzODNkNGUtNzJjNi00ODFlLTkzMzktMGNkOTIwYWM2YTQzXkEyXkFqcGc@.jpg,id,HOFFMAN,RAIN MAN,CRUISE,
Take the Money and Run,https://m.media-amazon.com/images/M/MV5BMjE2Mjc5NDg3OV5BMl5BanBnXkFtZTgwMzUxMjMyMTE@.jpg,en,crime lives?,triumphant:,is nuttiness,
Repo Man,https://m.media-amazon.com/images/M/MV5BMTc3NTZhOTQtNDUzMi00ZjQ1LThhYTQtYmVlNmNjZTZlZjNkXkEyXkFqcGc@.jpg,es,MAN,"The risks are great, because hidden",PETER McCARTHY,
Metropolitan,https://m.media-amazon.com/images/M/MV5BODNlNmUxZDEtYTVhYy00M2RhLTlhZjUtYjA3Y2M0NjA3ODFhXkEyXkFqcGc@.jpg,it,Metropolitan,Finally,wardly,
The Breakfast Club,https://m.media-amazon.com/images/M/MV5BZTZiMGU1MWMtNjk0Yi00ZjNjLTljMDEtMDhkNGE2OWY3YzZiXkEyXkFqcGc@.jpg,en,CLU B,"THEY ONLY MET ONCE, BUT IT CHANGED THEIR LIVES FOREVER:","were five total strangers, with nothing in common,",
A Nightmare on Elm Street 2 Freddy s Revenge,https://m.media-amazon.com/images/M/MV5BYzA0OTk4OWQtYWZlYy00Y2M4LWFmNzctZmU4OWVkMTI1NjJkXkEyXkFqcGc@.jpg,en,The Man of Your Dreams,ONELM STREET 2,Is Back:,
A Nightmare on Elm Street 3 Dream Warriors,https://m.media-amazon.com/images/M/MV5BYWMwMmQxZjUtNDFkYi00MjU3LThhNmYtMmU4YzgyMmYwZWZlXkEyXkFqcGc@.jpg,en,DREAM WARRIORS,ON ELM STREET,"IF YOU THINK YOULL GET OUT ALIVE, YOU MUST BE DREAMING:",
A Nightmare on Elm Street 4 The Dream Master,https://m.media-amazon.com/images/M/MV5BY2FlMDZlNjUtM2QyYS00Y2YyLWI3ZjEtZDdjZWM5ZTg0MDRiXkEyXkFqcGc@.jpg,en,TE DREAM MAJTER,ON ELM STREET,Directed by RENNY HARLIN,
A Nightmare on Elm Street 5 The Dream Child,https://m.media-amazon.com/images/M/MV5BYzI0ZTNkYzktYmI4NS00YTViLWI4YzEtZmI5MWY3NWNmZTQwXkEyXkFqcGc@.jpg,en,5,ON ELM STREET,Featuring the,
Freddy s Dead The Final Nightmare,https://m.media-amazon.com/images/M/MV5BZjNiMWEzNDMtZjQwZS00YTJiLTkyNzItNjkyY2Y4YjBiNmIzXkEyXkFqcGc@.jpg,en,THEY SAYED THE BEST FOR LAST,DECLAV QUINN,THE,
Friday the 13th,https://m.media-amazon.com/images/M/MV5BNzI1ODZhNDctNTdjOC00Mzg2LTg1ZjktNjJkNjA2YzYxMGQzXkEyXkFqcGc@.jpg,en,"Friday the 13th, nothing will save them:",They,They were warned,
Friday the 13th Part 2,https://m.media-amazon.com/images/M/MV5BYjBkMGM2MDAtMjUwYS00ZjVlLWEzNGItZDJmOTA2YmE2NjRhXkEyXkFqcGc@.jpg,en,TRIDAY,Thebodycount continues:,R,
Friday the 13th Part III,https://m.media-amazon.com/images/M/MV5BYzdkOWZiY2UtNjk0Zi00M2M4LWFjMjAtNGI4YmMzMTgyZTRmXkEyXkFqcGc@.jpg,en,31,A New Dimension In Terrora.,R,
Friday the 13th A New Beginning,https://m.media-amazon.com/images/M/MV5BM2IyZjc2YWYtMDQ3ZS00MzVlLTk1ZmUtYTdhMjhmMzY1OTMzXkEyXkFqcGc@.jpg,en,JASON,STLL HAUNTS VOU,L,
Jason Lives Friday the 13th Part VI,https://m.media-amazon.com/images/M/MV5BMjhmNDkwZTItNDFhZi00YWMyLWJjNTctNGE3M2MxNGRmMDMyXkEyXkFqcGc@.jpg,en,JAS,A PARAMOUNT PICTURE,KILL OR BE KILLED:,
Friday the 13th Part VII The New Blood,https://m.media-amazon.com/images/M/MV5BZTA5ZTFlYzQtMWNmMS00ZDI4LTg4ZWQtNzYzNjFiYzQyODhjXkEyXkFqcGc@.jpg,en,But thjs tme sqmeones waiting:,A PARAMOUHT PICTURE,COPYRIGHT < 1988,
Friday the 13th Part VIII Jason Takes Manhattan,https://m.media-amazon.com/images/M/MV5BODg3MThhYjUtYzFmOC00NmI4LTkzODgtMjgxN2M2NmE0ZjViXkEyXkFqcGc@.jpg,en,NEW YORKHASANEW PROBLEM:,R,,
Halloween,https://m.media-amazon.com/images/M/MV5BMzZiNTdiYTgtYjNkMS00MmJmLWEwZGQtNmY0NGJkMGE0YmYzXkEyXkFqcGc@.jpg,nl,HALLOWEEN,Night,Came,
Halloween II,https://m.media-amazon.com/images/M/MV5BY2M5ZGEwZjItODgwOC00OWM3LTliYmQtNzlmY2NmODE1MzAwXkEyXkFqcGc@.jpg,nl,HALLOWEEN II,MoreOf The Night He Come Home.,"From ThePeople Who Drought You ""HALLOWEEN:",
Halloween III Season of the Witch,https://m.media-amazon.com/images/M/MV5BODRhZjBjNmUtYTcxOC00YzJmLTk3OTYtYTBiNzg5OGU5YmM5XkEyXkFqcGc@.jpg,en,ALLOWEENT,SEASONOTHICH,no one comes home,
Halloween 4 The Return of Michael Myers,https://m.media-amazon.com/images/M/MV5BNGQ2NzZhYjItMTYwNC00YzVhLWIwNzItMGEwM2M2ZDI3ZmNmXkEyXkFqcGc@.jpg,en,HALLOWEEN4,HES BACK,THE RETURN OF MICHAEL MYERS,
Halloween 5,https://m.media-amazon.com/images/M/MV5BMTI2MWRkMzUtNGI2OC00MzA1LTkwMjEtZGRkOTk3ZjU1MjIxXkEyXkFqcGc@.jpg,nl,HALLOWEEN5,AND THIS TIME THEYRE READY!,THE REVENGE OF MICHAEL MYERS,
Prom Night,https://m.media-amazon.com/images/M/MV5BZmFmYzZiZGQtNDYzYi00NjYxLWE3NTgtOTYyMWI3MTI5YTUzXkEyXkFqcGc@.jpg,en,PROMNIGH,F 0 R,D F E,
Prom Night II,https://m.media-amazon.com/images/M/MV5BMWQxZjMwODMtYzRlOS00YjAyLWI2ZjYtZmZiNzE5NTEwOWFlXkEyXkFqcGc@.jpg,en,Mary,4,Again .,
Prom Night III The Last Kiss,https://m.media-amazon.com/images/M/MV5BZDI3M2ZiMTItYjFmYi00ZTUwLThhNmQtMTMxNjg2YmRmYWYxXkEyXkFqcGc@.jpg,en,Alex thinks he'$ died and gone to heaven: He s half right;,NORSIAR,,
Prom Night IV Deliver Us from Evil,https://m.media-amazon.com/images/M/MV5BNDY4MjVjMmMtY2U5YS00MTdiLWFiMDQtOWVkNzQ5YjY4NzM3XkEyXkFqcGc@.jpg,en,Prom,Nigbt,IV,
Child s Play,https://m.media-amazon.com/images/M/MV5BMWZjZTUwNDUtNzdhYy00MDA2LTljZTgtMDkzYjMxMmU4NWU0XkEyXkFqcGc@.jpg,en,,,,
Child s Play 2,https://m.media-amazon.com/images/M/MV5BNmQ5ZWRhZmMtOWI0OC00OWMzLWIwNzgtMzYzNjNhZDEwNTE1XkEyXkFqcGc@.jpg,en,CHILDS PAY,CHUCKYISBACK,SORRY JACK,
Child s Play 3,https://m.media-amazon.com/images/M/MV5BNzc0NjExMTgtYTA4ZS00NWRiLWE3MzUtNTUyNDFkNGY3ODRkXkEyXkFqcGc@.jpg,en,TO PUt AWAY CHILDHOOD THINGS:,therE COMES A TIME,HEVH YAGHER,
Poltergeist II The Other Side,https://m.media-amazon.com/images/M/MV5BYjVhOTgxYjgtNTdjYS00ZTg4LTlmMzQtMTIxZDQ5OGMzZjIwXkEyXkFqcGc@.jpg,de,POLTERGEIST 1,THE OTHER SIDE,"""Tbeyre back",
Poltergeist III,https://m.media-amazon.com/images/M/MV5BZGVkNzI1NjAtMjQyNS00Y2QxLWI1NjItNTAwZTk5MGU5M2M4XkEyXkFqcGc@.jpg,de,GARY SHERMANFim   POLTERGEIST III,ZELDA RUBINSTEIN,TOM SKERRITT,
Exorcist II The Heretic,https://m.media-amazon.com/images/M/MV5BZTQ4YTYwZTEtODA0Ni00MjQ3LTgxYmUtNWE1NzRkNGQ3NWE3XkEyXkFqcGc@.jpg,en,THE HERETIC,EXORCIST II,WHAT DOES SHE REMEMBER?,
Lethal Weapon,https://m.media-amazon.com/images/M/MV5BMWVlNWZlODktMzhhNS00YThhLWEzZWYtYzU0NDFmNzk0MGVlXkEyXkFqcGc@.jpg,en,LETHALWEAPON,MEL GIBSON,Hes the only LA cop registered a8a,
Gremlins,https://m.media-amazon.com/images/M/MV5BYmMzMmIxNzYtYjk3OS00NjBiLTkxNDQtODU3ZDNjN2RiMTIxXkEyXkFqcGc@.jpg,de,GREMLiNS,Intelligent,Dangerous.,
The Mask of Zorro,https://m.media-amazon.com/images/M/MV5BMzA2MDgyYzMtNjc4OC00YjU0LWEzMWEtOTRhMTViODY0Mjk0XkEyXkFqcGc@.jpg,en,ZO RRO,THE,0 F,
This World Then the Fireworks,https://m.media-amazon.com/images/M/MV5BODI0MWRkNzItOTBmOC00MDJiLThiNjEtMDQ1ZGQwOTcyN2NiXkEyXkFqcGc@.jpg,en,SHERYL,ZANE,GERSHON,
Back to the Future Part II,https://m.media-amazon.com/images/M/MV5BMTNlOTRmOTEtMTAyMi00NjFiLTk3NDMtNWI0YzA3ZTZlYjZiXkEyXkFqcGc@.jpg,en,MICHAEL J.FOX,CHRISTOPHER LLOYD,Getting back was only,
Back to the Future Part III,https://m.media-amazon.com/images/M/MV5BNTNkNzJmY2MtOGNjYi00NDJmLWIyZTQtNmFmMGQ5M2VlOTI0XkEyXkFqcGc@.jpg,en,CHRISTOPHER LLOYD,they,MICHAEL JFOX,
The Poseidon Adventure,https://m.media-amazon.com/images/M/MV5BNmMyNWRlMDgtMjg4ZS00ZTg3LTkxOWItMjVhMjEyZWJjOGYxXkEyXkFqcGc@.jpg,en,ADVENTURE,POSEIDON _,HELLIUPSIDE DOWN,
Freaky Friday,https://m.media-amazon.com/images/M/MV5BOGNhNDAyZWUtNmU3My00ZWRlLTkwYTgtMzZiYmNjNmM0MzVkXkEyXkFqcGc@.jpg,en,Disnep,,,
The Absent Minded Professor,https://m.media-amazon.com/images/M/MV5BNGIxODhhMjMtMzFhOS00NjBhLThkN2EtNWRhZDMxOGM0MGI2XkEyXkFqcGc@.jpg,en,Plofesor,Absentminded,The funniest discovery Since laughter!,
The Apple Dumpling Gang Rides Again,https://m.media-amazon.com/images/M/MV5BNzY1MWFhN2QtMjhmOC00ZWQyLTkwZDktMTg0M2IyNmI5MTcyXkEyXkFqcGc@.jpg,en,Wantedx,they lost it,It took 10 years,
Bambi,https://m.media-amazon.com/images/M/MV5BMTIyZDk5NDItZmU5Yy00N2Y5LWI2ZDItMzEyZDhiYjI3MDdmXkEyXkFqcGc@.jpg,id,WALT DISNEYS,6),IN MULTIPLANE TECHNICOLOR,
Dangerous Liaisons,https://m.media-amazon.com/images/M/MV5BYmJkMzZhNzktYjgyYi00N2ZjLTgxN2EtN2JhOGY1NTE3ZWY0XkEyXkFqcGc@.jpg,fr,JOHN MALKOVICH,MICHELLE,GLENN,
Dune,https://m.media-amazon.com/images/M/MV5BNTc0YmQxMjEtODI5MC00NjFiLTlkMWUtOGQ5NjFmYWUyZGJhXkEyXkFqcGc@.jpg,fr,2,U,MARCH,
The Last Temptation of Christ,https://m.media-amazon.com/images/M/MV5BZjE2MWE2NDQtMjIzYy00OGY4LTk3YjktZTE2MWExYmEzMjM5XkEyXkFqcGc@.jpg,en,OF CHRIST,TEMPTATION,THE LAST,
The Godfather Part III,https://m.media-amazon.com/images/M/MV5BMDVjODgzNTEtNjBiNS00ODBjLWEwZjUtMDljZTFhOTA4M2MxXkEyXkFqcGc@.jpg,en,The Death oF,AL PACIHO,2020 Paramount Pictures: AII Rights Reserved:,
The Rapture,https://m.media-amazon.com/images/M/MV5BYjc4NzAwZTAtNzg5Ni00MjIxLWFjNTktMGE5ODgxYjcyYWQ1XkEyXkFqcGc@.jpg,en,RAPTURE,PLACES MOVIES,SELDOH DARE,
Lolita,https://m.media-amazon.com/images/M/MV5BMTRmN2FlYjUtOTQyNi00YTA3LWI0Y2YtNDIyMWQ0Y2IwYjhlXkEyXkFqcGc@.jpg,it,Lolita,FRO N S,JEREMY,
Disturbing Behavior,https://m.media-amazon.com/images/M/MV5BMjE2YWJhOTctZTE4Yy00ZDZhLTkzNGEtNzgzOGNjZWM5YWYwXkEyXkFqcGc@.jpg,de,IN CRADLE BAY IT DOESNT MATTER IF YOU'RE NOT PERFECT. You WILL BE,YOUIL NEVER BE THE SAME,,
Mafia,https://m.media-amazon.com/images/M/MV5BZDVmMzJkOWUtMjdjMi00NzA4LTgxMTItYjA4NjVjZDI0ZWU1XkEyXkFqcGc@.jpg,sw,MOBLAND,GParamount+,BRUSNAN,
Saving Private Ryan,https://m.media-amazon.com/images/M/MV5BZGZhZGQ1ZWUtZTZjYS00MDJhLWFkYjctN2ZlYjE5NWYwZDM2XkEyXkFqcGc@.jpg,en,saving private ryan,tom hanks,edward burns,
Billy s Hollywood Screen Kiss,https://m.media-amazon.com/images/M/MV5BZTliYWIzMjQtMTYyZS00YTU5LWI1MDUtYTM3ZTJlYTJhNjZlXkEyXkFqcGc@.jpg,en,Attraction!,Cameral,,
Dong gong xi gong,https://m.media-amazon.com/images/M/MV5BZGQxMDU3NGQtNjJlYy00ZTAxLTk4MjAtNjJkZTRmNWYyOTIxXkEyXkFqcGc@.jpg,tl,EAST PALACE,WEST PALACE,Eine Liehe zwischen Feinden,
The Million Dollar Duck,https://m.media-amazon.com/images/M/MV5BOTgyMGY3YTAtNTY1Yi00YzJlLWFjMTctMzFiMmVhOGM5NjFhXkEyXkFqcGc@.jpg,en,DUCK,What an ECGstravaganza!,Walt Disney,
The Barefoot Executive,https://m.media-amazon.com/images/M/MV5BNGJmZjVjYmUtZDljYi00NmU4LTk2YzUtYTMzMTRjM2U3NTA3XkEyXkFqcGc@.jpg,en,WALT DISNEY productions,MORGAN - COX,ALAN HEWITT HAYDEN RORKE,
The Black Hole,https://m.media-amazon.com/images/M/MV5BNTkxYWRkZDMtNjkwYy00ZDMxLWExMTktNDkyMGVlYTQ3NzU3XkEyXkFqcGc@.jpg,en,the,MOONIKA,TILK TENNOSAAR LEST TISLAR REEMANN KOLDITS,
Blank Check,https://m.media-amazon.com/images/M/MV5BYWIwMzg5YzctY2MyNS00MDIxLTk5MTktOTk0YzJmZGRmNGJkXkEyXkFqcGc@.jpg,de,Gheck,Benk,$,
Candleshoe,https://m.media-amazon.com/images/M/MV5BZDY2ZmVjNjYtMDg2NC00ZmM2LWE1YmMtZDEzZjRiMTJlNjQ2XkEyXkFqcGc@.jpg,en,wish laughter!,HAYeS FOSTER,McKeRN,
The Computer Wore Tennis Shoes,https://m.media-amazon.com/images/M/MV5BOTg4MTM2NGUtZDgzNi00NzFlLWI1ZWEtZmE1YzEwNmNkZGFkXkEyXkFqcGc@.jpg,en,Arogrammed for laughs,WORE TENNIS SHOES,BEAT,
D2 The Mighty Ducks,https://m.media-amazon.com/images/M/MV5BNWM2ZmUwOTEtZjZjYy00NDRjLWJkNWEtMTExNGIzZjIxNzgzXkEyXkFqcGc@.jpg,en,HEREL,PUCK,STOPS,
Darby O Gill and the Little People,https://m.media-amazon.com/images/M/MV5BMTJmYjM1M2YtMWI0NC00MzVlLWE2ZTMtZTdhYjZlYTkzY2UzXkEyXkFqcGc@.jpg,en,WALT DISNEYS,OBlarney,WALT DISNEY SPINS MOTION PICTURE MAGIC,
The Devil and Max Devlin,https://m.media-amazon.com/images/M/MV5BZjI1MzE4YWYtMGM5NC00MGJiLWE1NzctZjRjZjM1MDAwNTRlXkEyXkFqcGc@.jpg,en,MaxDevlin,Anew high,in being low down,
A Far Off Place,https://m.media-amazon.com/images/M/MV5BYzQyNzEwODEtNDBiMy00NTU5LWEzNzItMWZlMmE4NzViYmQ5XkEyXkFqcGc@.jpg,en,PLAC E,A FA R 0 F F,A far off journey:,
Flight of the Navigator,https://m.media-amazon.com/images/M/MV5BZTJhYTMyNDMtMjAyYy00YTRkLWJmZGMtMDZlODc0NWZmZDRhXkEyXkFqcGc@.jpg,en,NAVIGATOR,OF THE,snep,
The Gnome-Mobile,https://m.media-amazon.com/images/M/MV5BY2M5OWE5MTktMGUyNS00OTUzLWI3N2ItNjQ0NGQ3OTY4NTg4XkEyXkFqcGc@.jpg,en,WALT DISNEY,WALTER BRENNAN: LOWELL,They,
The Great Mouse Detective,https://m.media-amazon.com/images/M/MV5BMGZmNDU5OTMtYmRkNC00NDgxLTllNDAtNzFmZDEzNWIzNTViXkEyXkFqcGc@.jpg,en,EREAT MOUVE,DETECTIVE,THE,
Herbie Goes Bananas,https://m.media-amazon.com/images/M/MV5BZjIyN2ViMTItMTE1ZS00ZDgzLWIzMzYtZmUyY2VjYjU5ZThhXkEyXkFqcGc@.jpg,af,IBANANAS,HERBIE,GOES,
Herbie Goes to Monte Carlo,https://m.media-amazon.com/images/M/MV5BNmJkYjg0NzctYmE5NC00MzFiLWI2N2MtOWRlMGI4NTU3NWJkXkEyXkFqcGc@.jpg,nl,Bug,great,Love,
Hocus Pocus,https://m.media-amazon.com/images/M/MV5BYWRhOThjM2UtNmRhMi00YzFiLWI4MDYtOGQwNGY0ZjFlOGFkXkEyXkFqcGc@.jpg,ro,SARAFI JESSICAPAPKER,PICTURES,PETERE BERGEB ace,
Honey I Blew Up the Kid,https://m.media-amazon.com/images/M/MV5BYWU1ZmYxZmItY2ExMi00NTAwLThhMDItMzhmZGFjN2JlNjRiXkEyXkFqcGc@.jpg,en,BLEWUP,RICK MORANIS,,
Honey I Shrunk the Kids,https://m.media-amazon.com/images/M/MV5BMWZmMDA5OGUtNmUzZi00MTkyLWE2MTctNmRkOWUwMWViNjNkXkEyXkFqcGc@.jpg,en,RIcK MORANIS,IN,SPECIAL,
In Search of the Castaways,https://m.media-amazon.com/images/M/MV5BZmExZGJhM2YtMmQ1Mi00YjIwLWFhZDUtMTFhZWZjZTNhYTYxXkEyXkFqcGc@.jpg,en,Only Walt Disney could tell this,Walt Disney,Earthquake of entertainment?,
The Incredible Journey,https://m.media-amazon.com/images/M/MV5BYWQzMzRjYWEtNWQ0OC00OTlmLWE3ZTgtNjc3MjhhNjU4YzZjXkEyXkFqcGc@.jpg,en,MARY BRYANT,Heicism,Crime,
The Negotiator,https://m.media-amazon.com/images/M/MV5BNTBjZDM3NzctOGE2YS00NDZiLTk4ZWMtY2IwOWI5ZTE4ZDc0XkEyXkFqcGc@.jpg,en,N E 6 0 TIAT 0 R,JACKSON,SPACEY,
The Parent Trap,https://m.media-amazon.com/images/M/MV5BNTRkYmY3Y2QtMGM2Ny00MTNmLTk4NjYtNjMwNTNmMGY5ZDllXkEyXkFqcGc@.jpg,en,the,(JA <,Pictures,
BASEketball,https://m.media-amazon.com/images/M/MV5BYzA0ZWY2MDEtMzczMC00NjkyLThmYjItMDk4ZDRmMDE4MjJmXkEyXkFqcGc@.jpg,hu,Beess,44,9,
Full Tilt Boogie,https://m.media-amazon.com/images/M/MV5BMWQ0M2IwZjMtOWY0ZC00ZjU2LWIxNWQtYjA1MDVmYTRiNzEzXkEyXkFqcGc@.jpg,et,Lewis   Rodriguez  Tarantino,Lawrence   George,Clooney,
The Governess,https://m.media-amazon.com/images/M/MV5BOWEzYjE4MmItNmQyMi00ZTk2LWI4YjgtMzNlMTBmMTAxM2E0XkEyXkFqcGc@.jpg,en,Thegoverness,Wilkinson,Driver,
Seventh Heaven,https://m.media-amazon.com/images/M/MV5BYzdhMjM3YTYtNWJhZi00YjIzLTg5ZTMtOTIyYzU3ZGU1MjRjXkEyXkFqcGc@.jpg,en,7thHeaven,,,
Roger Me,https://m.media-amazon.com/images/M/MV5BZTVmZGRiODctNTI5OS00YzIwLTgxMGMtYjAxNjMyZGNmNzQwXkEyXkFqcGc@.jpg,da,Roger&Me,underdog,'ROGERANDMEISRUDE ROLLCKNGMT,
The Purple Rose of Cairo,https://m.media-amazon.com/images/M/MV5BMDQ3NjE3YTMtYWY3ZC00NjcyLThlNDYtNTVmMDE2YjZjYzliXkEyXkFqcGc@.jpg,en,CAIRO,~funnyandcharming:,"~pureenchantment""",
