Title,Poster URL,Detected Language,Line 1,Line 2,Line 3,Error
The Buddy Holly Story,https://m.media-amazon.com/images/M/MV5BODI2ZDQ3ZTItNmU5Yi00YTg4LWFlZWItMDc1NDU5ZDQ5NmZiXkEyXkFqcGc@.jpg,en,olly,uddy,The music youll love forever.,
Fright Night,https://m.media-amazon.com/images/M/MV5BMjQzMTM4NzUyM15BMl5BanBnXkFtZTgwNDYyODgwNzE@.jpg,en,NIGHT,FRIGHT,being,
La s paration,https://m.media-amazon.com/images/M/MV5BMDM0ZWRmMzctM2M5ZS00ZjU0LWIxN2MtNWNlNGY1ZDhjMDVhXkEyXkFqcGc@.jpg,fr,SEPARATION,A,,
Barefoot in the Park,https://m.media-amazon.com/images/M/MV5BMjJhMjFjZWUtZWM2Yy00NmNkLTgzZmMtYjU4NzJhZTUyNjZiXkEyXkFqcGc@.jpg,en,Make ',laughingW,Break=,
Deliverance,https://m.media-amazon.com/images/M/MV5BMWUyN2RlM2QtYzVlNy00Njc3LTgzMDMtNmJmMTk0OGY3ODFmXkEyXkFqcGc@.jpg,it,Delivcrance,What did happen on the Cahulawassee River?,BURT REYNOLDS,
Thumbelina,https://m.media-amazon.com/images/M/MV5BYzU2NzE2MjQtY2VmOS00ZWI1LTg0NDYtNmQzYzU5YWE4OTgxXkEyXkFqcGc@.jpg,sw,,,,
Hell Night,https://m.media-amazon.com/images/M/MV5BN2Y0NWQzZTUtZDlhMi00NzFlLTg4ZmYtYzRiYzczOTA0ZTIzXkEyXkFqcGc@.jpg,en,Jimmy Sturtevant and Peter Barton Produced by Irwin Yablans & Bruce Cohn Curtis:,LINDA BLAIR inHELL NIGHT,"Starring Vincent Van Patten, Kevin Brophy, Jenny Neumann, Suki Goodwin,",
Lung hing foo dai,https://m.media-amazon.com/images/M/MV5BNDZlOWU0YjAtMTgwYy00YTQzLTg3NjEtYzBkZDE1MWEzMjQzXkEyXkFqcGc@.jpg,tl,Armourof God,,,
Double Jeopardy,https://m.media-amazon.com/images/M/MV5BZGFhMzVkYmQtYzI4OS00ZTYxLThjYTItYzZjYzY2OTlkMGQ4XkEyXkFqcGc@.jpg,en,JEOPARDY,DOUBLE,MURDER,
Jakob the Liar,https://m.media-amazon.com/images/M/MV5BY2QyOTU2ZTAtYmRkMC00NDVjLThlNWQtMmI0MWI4NDM3YmRmXkEyXkFqcGc@.jpg,en,JiheLLIAR,TAKOB,R 0 B [ N,
Mumford,https://m.media-amazon.com/images/M/MV5BMzRiOGE3Y2UtNGYxNy00MDZmLWE3MDAtYWFjMTJlOTdjYmY3XkEyXkFqcGc@.jpg,da,Some towns have all ıhe fun.,,,
Dog Park,https://m.media-amazon.com/images/M/MV5BMTY0NzRkMzUtMjRhMS00YjY0LWFhNGYtNTc3MGNkZTUzM2FlXkEyXkFqcGc@.jpg,no,Goe,1,3,
The Adventures of Elmo in Grouchland,https://m.media-amazon.com/images/M/MV5BNjcwZDc2YmYtZGQ1NS00YTA2LWIxYWUtYjdmMGI0N2Y1YWI2XkEyXkFqcGc@.jpg,en,ELMO,Adventures @f,The,
Simon Sez,https://m.media-amazon.com/images/M/MV5BZmZiNzkzZTktNTljYi00YWY0LTg2MWMtYjgwNWUwM2NmOGRjXkEyXkFqcGc@.jpg,de,5,0,R,
Drive Me Crazy,https://m.media-amazon.com/images/M/MV5BMGU0YmZlYmEtMWQyYS00YjM1LThlNmYtOWQ1YzU4ZTRkMWMxXkEyXkFqcGc@.jpg,hr,CRAZY,GRENIER,HART,
Mystery Alaska,https://m.media-amazon.com/images/M/MV5BMWE3MGZmNTMtMTdiMC00NzRlLTk4ODAtZmJlZWNjMzY5NWVlXkEyXkFqcGc@.jpg,pl,MYSTERY ALASKA,AzARIA   McCORMAcK   DAVIDOVICH,REYnoLDs,
Three Kings,https://m.media-amazon.com/images/M/MV5BODdlODNiYWUtNDU4Mi00OWY0LTk2MmMtZWMwNzA4Yzc1NTAyXkEyXkFqcGc@.jpg,en,TAREE,KINGS,CLOONEY,
New Rose Hotel,https://m.media-amazon.com/images/M/MV5BMGQyNGY3NzAtZGI5YS00MTQ3LWI5NzktNzNmMTY1Mzg1ZmQ3XkEyXkFqcGc@.jpg,nl,E,L,SE,
Plunkett Macleane,https://m.media-amazon.com/images/M/MV5BYjVmYjk1NjMtZmIxNC00ZGIxLTk0NTgtYzBjMzJkOTVjNTBlXkEyXkFqcGc@.jpg,sv,JONY LEE IILLER,ROBERT CARLYLE,LiV TYLER,
And the Ship Sails On,,en,,,,No poster for 'And the Ship Sails On'
The Dark Half,https://m.media-amazon.com/images/M/MV5BMGUyNmFmYzctNDJmYi00ZjE3LTg5YjItMTJmNzgwNDg1YWJhXkEyXkFqcGc@.jpg,en,reasons to be afraid of Thexdark,There are very,GEORGE A: ROMERO   TIMOTHV HUTTON,
Gulliver s Travels,https://m.media-amazon.com/images/M/MV5BMjI1NDU1MjcxN15BMl5BanBnXkFtZTcwODczNTM1Mw@@.jpg,no,3DchristMas,IN DIGIAL,,
